polygon	longitude	latitude
102	-90.7418	76.4496
102	-90.9697	76.074
102	-89.8222	75.8478
102	-89.1871	75.6102
102	-87.8383	75.5662
102	-86.3792	75.4824
102	-84.7896	75.6992
102	-82.7534	75.7843
102	-81.1285	75.714
102	-80.0575	75.3368
102	-79.8339	74.9231
102	-80.4578	74.6573
102	-81.9488	74.4425
102	-83.2289	74.564
102	-86.0975	74.41
102	-88.1504	74.3923
102	-89.7647	74.5156
102	-92.4224	74.8378
102	-92.7683	75.3868
102	-92.8899	75.8827
102	-93.8938	76.3192
102	-95.9625	76.4414
102	-97.1214	76.7511
102	-96.7451	77.1614
102	-94.6841	77.0979
103	-116.1986	77.6453
103	-116.3358	76.877
103	-117.1061	76.53
103	-118.0404	76.4812
103	-119.8993	76.0532
103	-121.5	75.9
103	-122.8549	76.1165
103	-122.8549	76.1165
103	-121.1575	76.8645
103	-119.1039	77.5122
103	-117.5701	77.4983
103	-116.1986	77.6453
104	106.9703	76.9743
104	107.2401	76.4801
104	108.1539	76.7233
104	111.0773	76.7101
104	113.3315	76.2223
104	114.1343	75.8477
104	113.8855	75.3279
104	112.7793	75.0319
104	110.1513	74.4767
104	109.4001	74.1801
104	110.6401	74.0401
104	112.1193	73.7877
104	113.0195	73.9769
104	113.5297	73.3351
104	113.9689	73.5949
104	115.5679	73.7529
104	118.7763	73.5877
104	119.0201	73.1201
104	123.2007	72.9713
104	123.2579	73.7351
104	125.3801	73.5601
104	126.9765	73.5655
104	128.5913	73.0387
104	129.0517	72.3987
104	128.4601	71.9801
104	129.7161	71.1931
104	131.2887	70.7871
104	132.2535	71.8363
104	133.8577	71.3865
104	135.5621	71.6553
104	137.4977	71.3477
104	138.2341	71.6281
104	139.8699	71.4879
104	139.1479	72.4163
104	140.4681	72.8495
104	149.5001	72.2001
104	150.3513	71.6065
104	152.9689	70.8423
104	157.0069	71.0315
104	158.9979	70.8667
104	159.8303	70.4533
104	159.7087	69.7221
104	160.9407	69.4373
104	162.2791	69.6421
104	164.0525	69.6683
104	165.9405	69.4721
104	167.8357	69.5827
104	169.5777	68.6939
104	170.8169	69.0137
104	170.0083	69.6529
104	170.4535	70.0971
104	173.6439	69.8175
104	175.7241	69.8773
104	178.6001	69.4001
104	180	68.9637
104	180	64.9796
104	179.9929	64.9743
104	178.7073	64.5349
104	177.4113	64.6083
104	178.3131	64.0759
104	178.9083	63.2521
104	179.3705	62.9827
104	179.4865	62.5691
104	179.2283	62.3041
104	177.3643	62.5219
104	174.5693	61.7693
104	173.6801	61.6527
104	172.1501	60.9501
104	170.6985	60.3363
104	170.3309	59.8819
104	168.9005	60.5735
104	166.2951	59.7887
104	165.8401	60.1601
104	164.8769	59.7317
104	163.5393	59.8687
104	163.2171	59.2111
104	162.0173	58.2433
104	162.0531	57.8391
104	163.1919	57.6151
104	163.0579	56.1593
104	162.1297	56.1223
104	161.7015	55.2857
104	162.1175	54.8553
104	160.3689	54.3445
104	160.0217	53.2027
104	158.5309	52.9587
104	158.2313	51.9427
104	156.7899	51.0111
104	156.4201	51.7001
104	155.9919	53.1589
104	155.4337	55.3811
104	155.9145	56.7679
104	156.7583	57.3647
104	156.8105	57.8321
104	158.3643	58.0557
104	160.1507	59.3149
104	161.8721	60.3431
104	163.6697	61.1409
104	164.4737	62.5507
104	163.2585	62.4663
104	162.6579	61.6425
104	160.1215	60.5443
104	159.3023	61.7741
104	156.7207	61.4345
104	154.2181	59.7583
104	155.0439	59.1451
104	152.8119	58.8839
104	151.2657	58.7809
104	151.3381	59.5041
104	149.7837	59.6557
104	148.5449	59.1645
104	145.4873	59.3365
104	142.1979	59.0401
104	138.9585	57.0881
104	135.1263	54.7297
104	136.7017	54.6037
104	137.1935	53.9773
104	138.1647	53.7551
104	138.8047	54.2547
104	139.9015	54.1897
104	141.3453	53.0897
104	141.3793	52.2389
104	140.5975	51.2397
104	140.5131	50.0455
104	140.0621	48.4467
104	138.5547	46.9997
104	138.2197	46.3079
104	136.8623	45.1435
104	135.5153	43.9891
104	134.8695	43.3983
104	133.5369	42.8115
104	132.9063	42.7985
104	132.2781	43.2845
104	130.9359	42.5527
104	130.7801	42.2201
104	130.4001	42.2801
104	129.9659	41.9413
104	129.6675	41.6011
104	129.7053	40.8829
104	129.1881	40.6619
104	129.0105	40.4855
104	128.6335	40.1899
104	127.9675	40.0255
104	127.5335	39.7569
104	127.5021	39.3239
104	127.3855	39.2135
104	127.7833	39.0509
104	128.3497	38.6123
104	129.2129	37.4325
104	129.4605	36.7843
104	129.4683	35.6321
104	129.0915	35.0825
104	128.1859	34.8905
104	127.3865	34.4757
104	126.4857	34.3901
104	126.3739	34.9347
104	126.5593	35.6847
104	126.1175	36.7255
104	126.8603	36.8939
104	126.1747	37.7497
104	125.6891	37.9401
104	125.5685	37.7521
104	125.2753	37.6691
104	125.2401	37.8573
104	124.9811	37.9489
104	124.7123	38.1083
104	124.9861	38.5485
104	125.2219	38.6659
104	125.1329	38.8487
104	125.3867	39.3879
104	125.3211	39.5515
104	124.7375	39.6603
104	124.2657	39.9285
104	122.8677	39.6379
104	122.1315	39.1705
104	121.0547	38.8975
104	121.5861	39.3609
104	121.3769	39.7503
104	122.1687	40.4225
104	121.6405	40.9465
104	120.7687	40.5935
104	119.6397	39.8981
104	119.0235	39.2523
104	118.0427	39.2043
104	117.5327	38.7377
104	118.0597	38.0615
104	118.8783	37.8973
104	118.9117	37.4485
104	119.7029	37.1565
104	120.8235	37.8705
104	121.7113	37.4811
104	122.3579	37.4545
104	122.5201	36.9307
104	121.1043	36.6513
104	120.6371	36.1115
104	119.6647	35.6099
104	119.1513	34.9099
104	120.2275	34.3605
104	120.6205	33.3767
104	121.2291	32.4603
104	121.9081	31.6923
104	121.8919	30.9493
104	121.2643	30.6763
104	121.5035	30.1429
104	122.0921	29.8325
104	121.9385	29.0181
104	121.6845	28.2255
104	121.1257	28.1357
104	120.3955	27.0533
104	119.5855	25.7409
104	118.6569	24.5475
104	117.2817	23.6245
104	115.8907	22.7829
104	114.7639	22.6681
104	114.1525	22.2239
104	113.8069	22.5483
104	113.2411	22.0515
104	111.8437	21.5505
104	110.7855	21.3973
104	110.4441	20.3411
104	109.8899	20.2825
104	109.6277	21.0083
104	109.8645	21.3951
104	108.5229	21.7153
104	108.0503	21.5525
104	106.7151	20.6969
104	105.8817	19.7521
104	105.6621	19.0583
104	106.4269	18.0041
104	107.3619	16.6975
104	108.2695	16.0797
104	108.8771	15.2767
104	109.3353	13.4261
104	109.2001	11.6669
104	108.3661	11.0083
104	107.2209	10.3645
104	106.4051	9.5309
104	105.1583	8.5997
104	104.7953	9.2411
104	105.0763	9.9185
104	104.3345	10.4867
104	103.4973	10.6327
104	103.0907	11.1537
104	102.5851	12.1867
104	101.6871	12.6459
104	100.8319	12.6271
104	100.9785	13.4127
104	100.0979	13.4069
104	100.0187	12.3071
104	99.4789	10.8465
104	99.1537	9.9631
104	99.2225	9.2393
104	99.8739	9.2079
104	100.2797	8.2953
104	100.4593	7.4297
104	101.0173	6.8569
104	101.6231	6.7407
104	102.1413	6.2217
104	102.3713	6.1283
104	102.9617	5.5245
104	103.3813	4.8551
104	103.4387	4.1817
104	103.3321	3.7267
104	103.4295	3.3829
104	103.5025	2.7911
104	103.8547	2.5155
104	104.2479	1.6313
104	104.2289	1.2931
104	103.5197	1.2263
104	102.5737	1.9671
104	101.3907	2.7609
104	101.2737	3.2703
104	100.6955	3.9391
104	100.5575	4.7673
104	100.1967	5.3125
104	100.3063	6.0407
104	100.0859	6.4645
104	99.6907	6.8483
104	99.5197	7.3435
104	98.9883	7.9081
104	98.5039	8.3823
104	98.3397	7.7945
104	98.1501	8.3501
104	98.2593	8.9739
104	98.5535	9.9331
104	98.4573	10.6753
104	98.7645	11.4413
104	98.4283	12.0331
104	98.5097	13.1225
104	98.1037	13.6405
104	97.7777	14.8373
104	97.5971	16.1007
104	97.1647	16.9287
104	96.5059	16.4273
104	95.3693	15.7145
104	94.8085	15.8035
104	94.1889	16.0381
104	94.5335	17.2773
104	94.3249	18.2135
104	93.5411	19.3665
104	93.6633	19.7271
104	93.0783	19.8553
104	92.3685	20.6709
104	92.0829	21.1923
104	92.0253	21.7017
104	91.8349	22.1829
104	91.4171	22.7651
104	90.4961	22.8051
104	90.5871	22.3929
104	90.2729	21.8365
104	89.8475	22.0391
104	89.7021	21.8571
104	89.4189	21.9663
104	89.0321	22.0557
104	88.8889	21.6907
104	88.2085	21.7033
104	86.9757	21.4955
104	87.0331	20.7433
104	86.4993	20.1517
104	85.0603	19.4787
104	83.9411	18.3021
104	83.1893	17.6713
104	82.1929	17.0167
104	82.1913	16.5567
104	81.6927	16.3103
104	80.7921	15.9521
104	80.3249	15.8993
104	80.0251	15.1365
104	80.2333	13.8359
104	80.2863	13.0063
104	79.8625	12.0563
104	79.8581	10.3573
104	79.3405	10.3089
104	78.8855	9.5461
104	79.1897	9.2167
104	78.2781	8.9331
104	77.9413	8.2529
104	77.5399	7.9655
104	76.5931	8.8993
104	76.1301	10.2997
104	75.7465	11.3083
104	75.3961	11.7813
104	74.8649	12.7419
104	74.6167	13.9927
104	74.4439	14.6173
104	73.5343	15.9907
104	73.1199	17.9287
104	72.8209	19.2083
104	72.8245	20.4195
104	72.6307	21.3561
104	71.1753	20.7575
104	70.4705	20.8773
104	69.1641	22.0893
104	69.6449	22.4507
104	69.3497	22.8433
104	68.1767	23.6921
104	67.4437	23.9449
104	67.1455	24.6637
104	66.3729	25.4253
104	64.5305	25.2371
104	62.9057	25.2185
104	61.4975	25.0783
104	59.6161	25.3801
104	58.5259	25.6101
104	57.3973	25.7399
104	56.9709	26.9661
104	56.4921	27.1433
104	55.7237	26.9647
104	54.7151	26.4807
104	53.4931	26.8125
104	52.4837	27.5809
104	51.5209	27.8657
104	50.8531	28.8145
104	50.1151	30.1479
104	49.5769	29.9857
104	48.9413	30.3171
104	48.5681	29.9269
104	47.9745	29.9759
104	48.1833	29.5345
104	48.0939	29.3063
104	48.4161	28.5521
104	48.8077	27.6897
104	49.2997	27.4613
104	49.4709	27.1101
104	50.1525	26.6897
104	50.2131	26.2771
104	50.1133	25.9441
104	50.2399	25.6081
104	50.5275	25.3279
104	50.6607	24.9999
104	50.8101	24.7549
104	50.7439	25.4825
104	51.0135	26.0071
104	51.2865	26.1147
104	51.5891	25.8011
104	51.6067	25.2157
104	51.3897	24.6275
104	51.5795	24.2455
104	51.7575	24.2941
104	51.7945	24.0199
104	52.5771	24.1775
104	53.4041	24.1513
104	54.0081	24.1219
104	54.6931	24.7979
104	55.4391	25.4391
104	56.0709	26.0555
104	56.3621	26.3959
104	56.4857	26.3091
104	56.3915	25.8961
104	56.2611	25.7147
104	56.3969	24.9247
104	56.8453	24.2417
104	57.4035	23.8787
104	58.1371	23.7479
104	58.7293	23.5657
104	59.1805	22.9925
104	59.4501	22.6603
104	59.8081	22.5337
104	59.8063	22.3105
104	59.4423	21.7145
104	59.2825	21.4339
104	58.8611	21.1141
104	58.4881	20.4291
104	58.0343	20.4815
104	57.8265	20.2431
104	57.6659	19.7361
104	57.7887	19.0677
104	57.6945	18.9447
104	57.2343	18.9481
104	56.6097	18.5743
104	56.5123	18.0871
104	56.2835	17.8761
104	55.6615	17.8843
104	55.2701	17.6323
104	55.2749	17.2283
104	54.7911	16.9507
104	54.2393	17.0451
104	53.5705	16.7077
104	53.1087	16.6511
104	52.3853	16.3825
104	52.1917	15.9385
104	52.1683	15.5975
104	51.1725	15.1753
104	49.5747	14.7087
104	48.6793	14.0033
104	48.2391	13.9481
104	47.9389	14.0073
104	47.3545	13.5923
104	46.7171	13.3997
104	45.8777	13.3479
104	45.6251	13.2911
104	45.4065	13.0269
104	45.1443	12.9539
104	44.9897	12.6997
104	44.4947	12.7217
104	44.1751	12.5859
104	43.4831	12.6369
104	43.2229	13.2209
104	43.2515	13.7677
104	43.0881	14.0627
104	42.8923	14.8023
104	42.6049	15.2133
104	42.8051	15.2621
104	42.7025	15.7189
104	42.8237	15.9117
104	42.7795	16.3479
104	42.6497	16.7747
104	42.3481	17.0759
104	42.2709	17.4747
104	41.7545	17.8331
104	41.2215	18.6717
104	40.9393	19.4865
104	40.2477	20.1747
104	39.8017	20.3389
104	39.1395	21.2919
104	39.0237	21.9869
104	39.0663	22.5797
104	38.4929	23.6885
104	38.0239	24.0787
104	37.4837	24.2855
104	37.1549	24.8585
104	37.2095	25.0845
104	36.9317	25.6031
104	36.6397	25.8263
104	36.2491	26.5701
104	35.6403	27.3765
104	35.1303	28.0635
104	34.6323	28.0585
104	34.7879	28.6075
104	34.8323	28.9575
104	34.9561	29.3567
104	34.9227	29.5013
104	34.6417	29.0995
104	34.4267	28.3441
104	34.1545	27.8233
104	33.9215	27.6487
104	33.5881	27.9715
104	33.1369	28.4177
104	32.4233	29.8511
104	32.3205	29.7605
104	32.7349	28.7053
104	33.3489	27.6999
104	34.1047	26.1423
104	34.4739	25.5987
104	34.7951	25.0339
104	35.6925	23.9267
104	35.4937	23.7525
104	35.5261	23.1025
104	36.6907	22.2049
104	36.8663	22.0001
104	37.1887	21.0189
104	36.9695	20.8375
104	37.1147	19.8081
104	37.4819	18.6141
104	37.8627	18.3679
104	38.4101	17.9983
104	38.9907	16.8407
104	39.2661	15.9227
104	39.8143	15.4357
104	41.1793	14.4911
104	41.7349	13.9211
104	42.2769	13.3441
104	42.5897	13.0005
104	43.0813	12.6997
104	43.3179	12.3901
104	43.2865	11.9749
104	42.7159	11.7357
104	43.1453	11.4621
104	43.4707	11.2777
104	43.6667	10.8643
104	44.1179	10.4457
104	44.6143	10.4423
104	45.5569	10.6981
104	46.6455	10.8165
104	47.5257	11.1273
104	48.0217	11.1931
104	48.3789	11.3755
104	48.9483	11.4107
104	49.2679	11.4305
104	49.7287	11.5789
104	50.2589	11.6797
104	50.7321	12.0219
104	51.1113	12.0247
104	51.1339	11.7483
104	51.0415	11.1665
104	51.0453	10.6409
104	50.8343	10.2797
104	50.5525	9.1987
104	50.0709	8.0817
104	49.4527	6.8047
104	48.5945	5.3391
104	47.7409	4.2195
104	46.5649	2.8553
104	45.5641	2.0459
104	44.0683	1.0529
104	43.1361	0.2923
104	42.0417	-0.9192
104	41.8111	-1.4464
104	41.5851	-1.6832
104	40.8849	-2.0825
104	40.6379	-2.4998
104	40.2631	-2.5731
104	40.1213	-3.2777
104	39.8001	-3.6811
104	39.6049	-4.3465
104	39.2023	-4.6767
104	38.7405	-5.9089
104	38.7997	-6.4756
104	39.4401	-6.84
104	39.4701	-7.1
104	39.1947	-7.7039
104	39.2521	-8.0078
104	39.1865	-8.4855
104	39.5359	-9.1123
104	39.9497	-10.0984
104	40.3167	-10.3171
104	40.4785	-10.7654
104	40.4373	-11.7617
104	40.5609	-12.6391
104	40.5997	-14.2019
104	40.7755	-14.6917
104	40.4773	-15.4063
104	40.0893	-16.1007
104	39.4527	-16.7209
104	38.5383	-17.101
104	37.4111	-17.5863
104	36.2813	-18.6596
104	35.8965	-18.8423
104	35.1985	-19.5528
104	34.7865	-19.784
104	34.7019	-20.497
104	35.1761	-21.2543
104	35.3735	-21.8408
104	35.3859	-22.14
104	35.5627	-22.09
104	35.5339	-23.0708
104	35.3719	-23.5353
104	35.6075	-23.7065
104	35.4587	-24.1226
104	35.0407	-24.4783
104	34.2159	-24.8163
104	33.0133	-25.3575
104	32.5747	-25.7273
104	32.6603	-26.1485
104	32.9161	-26.2159
104	32.8301	-26.7422
104	32.5803	-27.4701
104	32.4623	-28.301
104	32.2035	-28.7524
104	31.5211	-29.2574
104	31.3257	-29.402
104	30.9017	-29.9099
104	30.6229	-30.4237
104	30.0557	-31.1402
104	28.9255	-32.172
104	28.2197	-32.7719
104	27.4647	-33.227
104	26.4195	-33.6149
104	25.9097	-33.667
104	25.7807	-33.9446
104	25.1729	-33.7969
104	24.6779	-33.9872
104	23.5941	-33.7945
104	22.9883	-33.9164
104	22.5743	-33.8641
104	21.5429	-34.2588
104	20.6891	-34.4172
104	20.0713	-34.7951
104	19.6165	-34.8191
104	19.1933	-34.4626
104	18.8553	-34.4443
104	18.4247	-33.9978
104	18.3775	-34.1365
104	18.2445	-33.8677
104	18.2501	-33.2814
104	17.9253	-32.6112
104	18.2479	-32.4291
104	18.2217	-31.6616
104	17.5669	-30.7257
104	17.0645	-29.8786
104	17.0629	-29.876
104	16.3451	-28.5767
104	15.6019	-27.8212
104	15.2105	-27.0909
104	14.9897	-26.1173
104	14.7433	-25.3929
104	14.4081	-23.853
104	14.3857	-22.6567
104	14.2577	-22.1112
104	13.8687	-21.699
104	13.3525	-20.8728
104	12.8269	-19.6731
104	12.6087	-19.0453
104	11.7949	-18.0691
104	11.7343	-17.3019
104	11.6401	-16.6731
104	11.7787	-15.7938
104	12.1237	-14.8783
104	12.1757	-14.4491
104	12.5001	-13.5477
104	12.7385	-13.1379
104	13.3129	-12.4836
104	13.6337	-12.0386
104	13.7387	-11.2978
104	13.6865	-10.7311
104	13.3873	-10.3736
104	13.1211	-9.7669
104	12.8755	-9.1669
104	12.9291	-8.9591
104	13.2365	-8.5626
104	12.9331	-7.5965
104	12.7283	-6.9271
104	12.2275	-6.2944
104	12.3225	-6.1001
104	12.1823	-5.7899
104	11.9151	-5.0379
104	11.0937	-3.9788
104	10.0663	-2.9695
104	9.4053	-2.1443
104	8.7981	-1.1113
104	8.8301	-0.779
104	9.0485	-0.4593
104	9.2913	0.2687
104	9.4929	1.0101
104	9.3057	1.1609
104	9.6493	2.2839
104	9.7953	3.0735
104	9.4045	3.7345
104	8.9481	3.9041
104	8.7449	4.3523
104	8.4889	4.4957
104	8.5003	4.7721
104	7.4621	4.4121
104	7.0827	4.4647
104	6.6981	4.2407
104	5.8983	4.2625
104	5.3629	4.8881
104	5.0337	5.6119
104	4.3257	6.2707
104	3.5743	6.2583
104	2.6917	6.2589
104	1.8653	6.1423
104	1.0601	5.9289
104	-0.5076	5.3435
104	-1.0636	5.0005
104	-1.9647	4.7105
104	-2.8561	4.9945
104	-3.3111	4.9843
104	-4.0088	5.1799
104	-4.6499	5.1683
104	-5.8344	4.9937
104	-6.5287	4.7051
104	-7.5189	4.3383
104	-7.7121	4.3647
104	-7.9741	4.3559
104	-9.0048	4.8325
104	-9.9134	5.5937
104	-10.7654	6.1407
104	-11.4388	6.7859
104	-11.7082	6.8601
104	-12.4281	7.2629
104	-12.949	7.7987
104	-13.124	8.1639
104	-13.2465	8.9031
104	-13.6852	9.4949
104	-14.074	9.8863
104	-14.3301	10.0157
104	-14.5797	10.2145
104	-14.6932	10.6563
104	-14.8395	10.8767
104	-15.1303	11.0405
104	-15.6642	11.4585
104	-16.0852	11.5247
104	-16.3147	11.8065
104	-16.3089	11.9587
104	-16.6138	12.1709
104	-16.6774	12.3849
104	-16.8415	13.1515
104	-16.7137	13.5951
104	-17.1261	14.3735
104	-17.625	14.7297
104	-17.1852	14.9195
104	-16.7007	15.6215
104	-16.463	16.1351
104	-16.5497	16.6739
104	-16.2705	17.1671
104	-16.1463	18.1085
104	-16.2569	19.0967
104	-16.3776	19.5939
104	-16.2778	20.0925
104	-16.5363	20.5679
104	-17.0634	20.9999
104	-17.0204	21.4223
104	-16.9732	21.8857
104	-16.5891	22.1583
104	-16.2619	22.6793
104	-16.3264	23.0179
104	-15.9826	23.7235
104	-15.426	24.3591
104	-15.0893	24.5203
104	-14.8246	25.1035
104	-14.8009	25.6363
104	-14.4399	26.2545
104	-13.7738	26.6189
104	-13.1399	27.6401
104	-12.6188	28.0383
104	-11.6889	28.1487
104	-10.9009	28.8323
104	-10.3996	29.0987
104	-9.5648	29.9337
104	-9.8147	31.1777
104	-9.4348	32.0381
104	-9.3007	32.5647
104	-8.6574	33.2403
104	-7.6542	33.6971
104	-6.9125	34.1105
104	-6.2443	35.1459
104	-5.93	35.7601
104	-5.1938	35.7553
104	-4.591	35.3307
104	-3.6401	35.3999
104	-2.6043	35.1791
104	-2.1699	35.1685
104	-1.2086	35.7149
104	-0.1274	35.8887
104	0.5039	36.3013
104	1.4669	36.6057
104	3.1617	36.7839
104	4.8157	36.8651
104	5.3201	36.7165
104	6.2619	37.1107
104	7.3305	37.1185
104	7.7371	36.8857
104	8.4211	36.9465
104	9.5101	37.3501
104	10.2101	37.2301
104	10.1807	36.7241
104	11.0289	37.0921
104	11.1001	36.9001
104	10.6001	36.4101
104	10.5933	35.9475
104	10.9395	35.6991
104	10.8079	34.8335
104	10.1497	34.3307
104	10.3397	33.7859
104	10.8569	33.7687
104	11.1085	33.2933
104	11.4889	33.1371
104	12.6633	32.7929
104	13.0833	32.8789
104	13.9187	32.7121
104	15.2457	32.2651
104	15.7139	31.3763
104	16.6117	31.1823
104	18.0211	30.7635
104	19.0865	30.2665
104	19.5741	30.5259
104	20.0533	30.9859
104	19.8203	31.7519
104	20.1341	32.2383
104	20.8545	32.7069
104	21.5431	32.8433
104	22.8959	32.6385
104	23.2369	32.1915
104	23.6091	32.1873
104	23.9275	32.0167
104	24.9211	31.8995
104	25.1649	31.5693
104	26.4953	31.5857
104	27.4577	31.3213
104	28.4505	31.0259
104	28.9135	30.8701
104	29.6835	31.1869
104	30.0951	31.4735
104	30.9769	31.5559
104	31.6881	31.4297
104	31.9605	30.9337
104	32.1925	31.2603
104	32.9939	31.0241
104	33.7735	30.9675
104	34.2655	31.2195
104	34.5565	31.5489
104	34.4881	31.6055
104	34.7527	32.0729
104	34.9555	32.8275
104	35.0985	33.0807
104	35.1261	33.0909
104	35.4823	33.9055
104	35.9797	34.6101
104	35.9985	34.6449
104	35.9051	35.4101
104	36.1499	35.8215
104	35.7821	36.2751
104	36.1609	36.6507
104	35.5511	36.5655
104	34.7145	36.7955
104	34.0269	36.2201
104	32.5093	36.1075
104	31.6997	36.6443
104	30.6217	36.6779
104	30.3911	36.2631
104	29.7001	36.1443
104	28.7329	36.6769
104	27.6413	36.6589
104	27.0489	37.6535
104	26.3183	38.2081
104	26.8047	38.9859
104	26.1709	39.4637
104	27.2801	40.4201
104	28.8201	40.4601
104	29.2401	41.2201
104	31.1459	41.0877
104	32.3481	41.7363
104	33.5133	42.0191
104	35.1677	42.0403
104	36.9131	41.3355
104	38.3477	40.9487
104	39.5127	41.1029
104	40.3735	41.0137
104	41.5541	41.5357
104	41.7033	41.9631
104	41.4535	42.6451
104	40.8755	43.0137
104	40.3215	43.1287
104	39.9551	43.4351
104	38.6801	44.2801
104	37.5391	44.6573
104	36.6755	45.2447
104	37.4033	45.4045
104	38.2331	46.2409
104	37.6737	46.6367
104	39.1477	47.0447
104	39.1213	47.2635
104	38.2237	47.1023
104	37.4251	47.0223
104	36.7599	46.6987
104	35.8237	46.6459
104	34.9623	46.2733
104	35.0209	45.6513
104	35.5101	45.4101
104	36.5301	45.4701
104	36.3347	45.1133
104	35.2401	44.9401
104	33.8825	44.3615
104	33.3265	44.5649
104	33.5469	45.0349
104	32.4543	45.3275
104	32.6309	45.5193
104	33.5881	45.8517
104	33.2987	46.0807
104	31.7441	46.3335
104	31.6753	46.7063
104	30.7489	46.5831
104	30.3777	46.0325
104	29.6033	45.2933
104	29.6265	45.0355
104	29.1417	44.8203
104	28.8379	44.9139
104	28.5581	43.7075
104	28.0391	43.2933
104	27.6739	42.5779
104	27.9967	42.0075
104	28.1155	41.6229
104	28.9885	41.2999
104	28.8065	41.0549
104	27.6191	40.9999
104	27.1925	40.6907
104	26.3581	40.1521
104	26.0433	40.6177
104	26.0569	40.8241
104	25.4477	40.8525
104	24.9259	40.9471
104	23.7149	40.6871
104	24.4081	40.1251
104	23.9001	39.9621
104	23.3431	39.9611
104	22.8141	40.4761
104	22.6263	40.2565
104	22.8497	39.6593
104	23.3501	39.1901
104	22.9731	38.9709
104	23.5301	38.5101
104	24.0251	38.2201
104	24.0401	37.6551
104	23.1151	37.9201
104	23.4101	37.4101
104	22.7751	37.3051
104	23.1543	36.4225
104	22.4901	36.4101
104	21.6701	36.8451
104	21.2951	37.6451
104	21.1201	38.3103
104	20.7301	38.7701
104	20.2177	39.3403
104	20.1501	39.6251
104	19.9801	39.6951
104	19.9601	39.9151
104	19.4061	40.2509
104	19.3191	40.7273
104	19.4037	41.4095
104	19.5401	41.7201
104	19.3719	41.8777
104	19.1625	41.9551
104	18.8821	42.2815
104	18.4501	42.4801
104	17.5099	42.8501
104	16.9301	43.2101
104	16.0155	43.5073
104	15.1745	44.2433
104	15.3763	44.3179
104	14.9203	44.7385
104	14.9017	45.0761
104	14.2587	45.2339
104	13.9523	44.8021
104	13.6571	45.1371
104	13.6795	45.4841
104	13.7151	45.5003
104	13.9377	45.5911
104	13.1417	45.7367
104	12.3287	45.3819
104	12.3839	44.8855
104	12.2615	44.6005
104	12.5893	44.0915
104	13.5269	43.5877
104	14.0299	42.7611
104	15.1427	41.9551
104	15.9263	41.9613
104	16.1699	41.7403
104	15.8893	41.5411
104	16.7851	41.1797
104	17.5193	40.8771
104	18.3767	40.3557
104	18.4803	40.1689
104	18.2935	39.8109
104	17.7385	40.2777
104	16.8697	40.4423
104	16.4487	39.7955
104	17.1715	39.4247
104	17.0529	38.9029
104	16.6351	38.8437
104	16.1011	37.9859
104	15.6841	37.9089
104	15.6881	38.2147
104	15.8921	38.7509
104	16.1093	38.9645
104	15.7189	39.5441
104	15.4137	40.0483
104	14.9985	40.1731
104	14.7033	40.6047
104	14.0607	40.7865
104	13.6281	41.1883
104	12.8881	41.2531
104	12.1067	41.7045
104	11.1919	42.3555
104	10.5121	42.9315
104	10.2001	43.9201
104	9.7025	44.0363
104	8.8889	44.3663
104	8.4287	44.2313
104	7.8509	43.7673
104	7.4353	43.6939
104	6.5293	43.1289
104	4.5569	43.3997
104	3.1005	43.0753
104	2.9861	42.4731
104	3.0395	41.8921
104	2.0919	41.2261
104	0.8105	41.0147
104	0.7213	40.6783
104	0.1067	40.1241
104	-0.2787	39.3101
104	0.1113	38.7385
104	-0.4671	38.2925
104	-0.6834	37.6423
104	-1.4383	37.4431
104	-2.1464	36.6741
104	-3.4157	36.6589
104	-4.3689	36.6779
104	-4.9952	36.3247
104	-5.3771	35.9469
104	-5.8664	36.0299
104	-6.2367	36.3677
104	-6.5202	36.9429
104	-7.4537	37.0979
104	-7.8556	36.8383
104	-8.3828	36.9789
104	-8.8988	36.8689
104	-8.7461	37.6515
104	-8.84	38.2663
104	-9.2875	38.3585
104	-9.5265	38.7375
104	-9.4469	39.3921
104	-9.0483	39.7551
104	-8.9773	40.1593
104	-8.7687	40.7607
104	-8.7908	41.1843
104	-8.9908	41.5435
104	-9.0348	41.8807
104	-8.9844	42.5929
104	-9.3929	43.0267
104	-7.9782	43.7485
104	-6.7545	43.5679
104	-5.4118	43.5743
104	-4.3478	43.4035
104	-3.5175	43.4559
104	-1.9013	43.4229
104	-1.3842	44.0227
104	-1.1938	46.0149
104	-2.2257	47.0645
104	-2.9632	47.5703
104	-4.4916	47.9551
104	-4.5923	48.6841
104	-3.2958	48.9017
104	-1.6165	48.6445
104	-1.9334	49.7765
104	-0.9894	49.3475
104	1.3387	50.1273
104	1.6391	50.9467
104	2.5135	51.1485
104	3.3151	51.3459
104	3.8303	51.6205
104	4.7061	53.0919
104	6.0743	53.5105
104	6.9053	53.4823
104	7.1005	53.6939
104	7.9363	53.7483
104	8.1217	53.5279
104	8.8007	54.0209
104	8.5721	54.3957
104	8.5263	54.9629
104	8.1203	55.5177
104	8.0901	56.5401
104	8.2567	56.8101
104	8.5435	57.1101
104	9.4245	57.1721
104	9.7757	57.4479
104	10.5801	57.7301
104	10.5461	57.2159
104	10.2501	56.8901
104	10.3701	56.6101
104	10.9123	56.4587
104	10.6679	56.0815
104	10.3701	56.1901
104	9.6501	55.4701
104	9.9219	54.9831
104	9.9397	54.5967
104	10.9501	54.3637
