polygon	longitude	latitude
104	10.9395	54.0087
104	11.9563	54.1965
104	12.5185	54.4705
104	13.6475	54.0755
104	14.1197	53.7571
104	14.8029	54.0507
104	16.3635	54.5133
104	17.6229	54.8517
104	18.6209	54.6827
104	18.6963	54.4387
104	19.6607	54.4261
104	19.8885	54.8661
104	21.2685	55.1905
104	21.0559	56.0311
104	21.0905	56.7839
104	21.5819	57.4119
104	22.5245	57.7535
104	23.3185	57.0063
104	24.1207	57.0257
104	24.3129	57.7935
104	24.4291	58.3835
104	24.0613	58.2575
104	23.4267	58.6127
104	23.3399	59.1873
104	24.6043	59.4659
104	25.8643	59.6111
104	26.9493	59.4459
104	27.9811	59.4755
104	29.1177	60.0281
104	28.0701	60.5035
104	26.2553	60.4239
104	24.4967	60.0573
104	22.8697	59.8465
104	22.2909	60.3919
104	21.3223	60.7203
104	21.5449	61.7053
104	21.0593	62.6075
104	21.5361	63.1899
104	22.4427	63.8179
104	24.7305	64.9023
104	25.3981	65.1115
104	25.2941	65.5345
104	23.9035	66.0069
104	22.1833	65.7239
104	21.2135	65.0261
104	21.3697	64.4137
104	19.7789	63.6097
104	17.8479	62.7495
104	17.1197	61.3413
104	17.8315	60.6367
104	18.7877	60.0819
104	17.8693	58.9539
104	16.8293	58.7199
104	16.4477	57.0411
104	15.8799	56.1043
104	14.6667	56.2009
104	14.1007	55.4079
104	12.9429	55.3619
104	12.6251	56.3071
104	11.7881	57.4419
104	11.0273	58.8561
104	10.3567	59.4699
104	8.3821	58.3133
104	7.0489	58.0789
104	5.6659	58.5881
104	5.3083	59.6633
104	4.9921	61.9711
104	5.9129	62.6145
104	8.5535	63.4541
104	10.5277	64.4861
104	12.3583	65.8797
104	14.7613	67.8107
104	16.4359	68.5633
104	19.1841	69.8175
104	21.3785	70.2553
104	23.0237	70.2021
104	24.5467	71.0305
104	26.3701	70.9863
104	28.1655	71.1855
104	31.2935	70.4539
104	30.0055	70.1863
104	31.1011	69.5581
104	32.1327	69.9059
104	33.7755	69.3015
104	36.5141	69.0635
104	40.2925	67.9325
104	41.0599	67.4573
104	41.1261	66.7917
104	40.0159	66.2663
104	38.3829	65.9995
104	33.9187	66.7597
104	33.1845	66.6325
104	34.8149	65.9001
104	34.9439	64.4145
104	36.2313	64.1095
104	37.0129	63.8499
104	37.1421	64.3347
104	36.5177	64.7803
104	37.1761	65.1433
104	39.5935	64.5209
104	40.4357	64.7645
104	39.7627	65.4969
104	42.0931	66.4763
104	43.0161	66.4187
104	43.9499	66.0691
104	44.5323	66.7563
104	43.6985	67.3525
104	44.1879	67.9505
104	43.4529	68.5709
104	46.2501	68.2501
104	46.8213	67.6899
104	45.5553	67.5665
104	45.5621	67.0101
104	46.3491	66.6677
104	47.8943	66.8845
104	48.1387	67.5225
104	50.2277	67.9987
104	53.7175	68.8575
104	54.4717	68.8083
104	53.4859	68.2013
104	54.7263	68.0971
104	55.4427	68.4387
104	57.3171	68.4663
104	58.8021	68.8809
104	59.9415	68.2785
104	61.0779	68.9407
104	60.0301	69.5201
104	60.5501	69.8501
104	63.5041	69.5475
104	64.8881	69.2349
104	68.5121	68.0923
104	69.1807	68.6157
104	68.1645	69.1443
104	68.1353	69.3565
104	66.9301	69.4547
104	67.2599	69.9287
104	66.7249	70.7089
104	66.6947	71.0291
104	68.5401	71.9345
104	69.1963	72.8435
104	69.9401	73.0401
104	72.5875	72.7763
104	72.7961	72.2201
104	71.8481	71.4091
104	72.4701	71.0903
104	72.7919	70.3911
104	72.5647	69.0209
104	73.6679	68.4079
104	73.2387	67.7405
104	71.2801	66.3201
104	72.4231	66.1727
104	72.8207	66.5327
104	73.9211	66.7895
104	74.1865	67.2843
104	75.0521	67.7605
104	74.4693	68.3291
104	74.9359	68.9893
104	73.8423	69.0715
104	73.6019	69.6277
104	74.3999	70.6319
104	73.1011	71.4471
104	74.8909	72.1213
104	74.6593	72.8323
104	75.1581	72.8551
104	75.6835	72.3005
104	75.2891	71.3357
104	76.3591	71.1529
104	75.9031	71.8741
104	77.5767	72.2673
104	79.6521	72.3201
104	81.5001	71.7501
104	80.6107	72.5829
104	80.5111	73.6483
104	82.2501	73.8501
104	84.6553	73.8059
104	86.8223	73.9369
104	86.0097	74.4597
104	87.1669	75.1165
104	88.3157	75.1439
104	90.2601	75.6401
104	92.9007	75.7733
104	93.2343	76.0473
104	95.8601	76.1401
104	96.6783	75.9155
104	98.9225	76.4469
104	100.7597	76.4303
104	101.0353	76.8619
104	101.9909	77.2875
104	104.3517	77.6979
104	106.0667	77.3739
104	104.7051	77.1275
104	106.9703	76.9743
105	-93.84	77.52
105	-94.2956	77.4913
105	-96.1697	77.5551
105	-96.4363	77.8346
105	-94.4226	77.82
105	-93.7207	77.6343
105	-93.84	77.52
106	-110.1869	77.697
106	-112.0512	77.4092
106	-113.5343	77.7322
106	-112.7246	78.0511
106	-111.2644	78.153
106	-109.8545	77.9963
106	-110.1869	77.697
107	24.7241	77.8538
107	22.4903	77.4449
107	20.726	77.677
107	21.4161	77.935
107	20.8119	78.2546
107	22.8843	78.4549
107	23.2813	78.0795
107	24.7241	77.8538
108	-109.6631	78.602
108	-110.8813	78.4069
108	-112.5421	78.4079
108	-112.5259	78.5506
108	-111.5	78.85
108	-110.9637	78.8044
108	-109.6631	78.602
109	-95.8303	78.0569
109	-97.3098	77.8506
109	-98.1243	78.0829
109	-98.5529	78.4581
109	-98.632	78.8719
109	-97.3372	78.832
109	-96.7544	78.7658
109	-95.5593	78.4183
109	-95.8303	78.0569
110	-100.0602	78.3248
110	-99.6709	77.9075
110	-101.3039	78.019
110	-102.9498	78.3432
110	-105.1761	78.3803
110	-104.2104	78.6774
110	-105.4196	78.9183
110	-105.4923	79.3016
110	-103.5293	79.1653
110	-100.8252	78.8005
110	-100.0602	78.3248
111	105.0755	78.3069
111	99.4381	77.921
111	101.2649	79.234
111	102.0863	79.3464
111	102.8378	79.2813
111	105.3724	78.7133
111	105.0755	78.3069
112	18.2518	79.7018
112	21.5438	78.9561
112	19.0274	78.5626
112	18.4717	77.8267
112	17.5944	77.638
112	17.1182	76.8094
112	15.9131	76.7704
112	13.7626	77.3804
112	14.6696	77.7357
112	13.1706	78.0249
112	11.2223	78.8693
112	10.4445	79.6524
112	13.1708	80.0105
112	13.7185	79.6604
112	15.1428	79.6743
112	15.5226	80.0161
112	16.9908	80.0509
112	18.2518	79.7018
113	25.4476	80.4073
113	27.4075	80.0564
113	25.9247	79.5178
113	23.0245	79.4
113	20.0752	79.5668
113	19.8973	79.8424
113	18.4623	79.8599
113	17.368	80.3189
113	20.456	80.5982
113	21.9079	80.3577
113	22.9193	80.6571
113	25.4476	80.4073
114	51.1362	80.5473
114	49.7937	80.4154
114	48.8944	80.3396
114	48.7549	80.1755
114	47.5861	80.0102
114	46.5028	80.2472
114	47.0725	80.5594
114	44.847	80.5898
114	46.7991	80.7719
114	48.3185	80.784
114	48.5228	80.5146
114	49.0972	80.754
114	50.0398	80.9189
114	51.5229	80.6997
114	51.1362	80.5473
115	99.9398	78.8809
115	97.7579	78.7562
115	94.9726	79.0447
115	93.3129	79.4265
115	92.5454	80.1438
115	91.1811	80.3415
115	93.7777	81.0246
115	95.9409	81.2504
115	97.8838	80.747
115	100.1867	79.7801
115	99.9398	78.8809
116	-87.02	79.66
116	-85.8144	79.3369
116	-87.1876	79.0393
116	-89.0353	78.2872
116	-90.8044	78.2153
116	-92.8767	78.3433
116	-93.9512	78.751
116	-93.9357	79.1137
116	-93.1452	79.3801
116	-94.974	79.3725
116	-96.0761	79.705
116	-96.7097	80.1578
116	-96.0164	80.6023
116	-95.3234	80.9073
116	-94.2984	80.9773
116	-94.7354	81.2065
116	-92.4098	81.2574
116	-91.1329	80.7234
116	-89.45	80.5093
116	-87.81	80.32
116	-87.02	79.66
117	-68.5	83.1063
117	-65.8273	83.028
117	-63.68	82.9
117	-61.85	82.6286
117	-61.8939	82.3616
117	-64.334	81.9278
117	-66.7534	81.7253
117	-67.6576	81.5014
117	-65.4803	81.5066
117	-67.84	80.9
117	-69.4697	80.6168
117	-71.18	79.8
117	-73.2428	79.6342
117	-73.88	79.4302
117	-76.9077	79.3231
117	-75.5292	79.1977
117	-76.2205	79.0191
117	-75.3935	78.5258
117	-76.3435	78.183
117	-77.8885	77.8999
117	-78.3627	77.5086
117	-79.7595	77.2097
117	-79.6196	76.9834
117	-77.9109	77.022
117	-77.8891	76.778
117	-80.5613	76.1781
117	-83.1744	76.454
117	-86.1118	76.299
117	-87.6	76.42
117	-89.4907	76.4724
117	-89.6161	76.9521
117	-87.7674	77.1783
117	-88.26	77.9
117	-87.65	77.9702
117	-84.9763	77.5387
117	-86.34	78.18
117	-87.9619	78.3718
117	-87.152	78.7587
117	-85.3787	78.9969
117	-85.0949	79.3454
117	-86.5073	79.7362
117	-86.9318	80.2515
117	-84.1984	80.2084
117	-83.4087	80.1
117	-81.8482	80.4644
117	-84.1	80.58
117	-87.599	80.5163
117	-89.3666	80.8557
117	-90.2	81.26
117	-91.3679	81.5531
117	-91.587	81.8943
117	-90.1	82.085
117	-88.9323	82.1175
117	-86.9702	82.2796
117	-85.5	82.6523
117	-84.26	82.6
117	-83.18	82.32
117	-82.42	82.86
117	-81.1	83.02
117	-79.3066	83.1306
117	-76.25	83.1721
117	-75.7188	83.064
117	-72.8315	83.2332
117	-70.6658	83.1698
117	-68.5	83.1063
118	-27.1005	83.5197
118	-20.8454	82.7267
118	-22.6918	82.3417
118	-26.5175	82.2977
118	-31.9	82.2
118	-31.3965	82.0215
118	-27.8567	82.1318
118	-24.8445	81.787
118	-22.9033	82.0932
118	-22.0718	81.7345
118	-23.1696	81.1527
118	-20.6236	81.5246
118	-15.7682	81.9125
118	-12.7702	81.7189
118	-12.2086	81.2915
118	-16.2853	80.58
118	-16.85	80.35
118	-20.0462	80.1771
118	-17.7304	80.1291
118	-18.9	79.4
118	-19.705	78.7513
118	-19.6735	77.6386
118	-18.4729	76.9857
118	-20.035	76.9443
118	-21.6794	76.6279
118	-19.8341	76.0981
118	-19.599	75.2484
118	-20.6682	75.1559
118	-19.3728	74.2956
118	-21.5942	74.2238
118	-20.4345	73.8171
118	-20.7623	73.4644
118	-22.1722	73.3096
118	-23.5659	73.3066
118	-22.3131	72.6293
118	-22.2995	72.1841
118	-24.2783	72.5979
118	-24.793	72.3302
118	-23.443	72.0802
118	-22.1328	71.469
118	-21.7536	70.6637
118	-23.536	70.471
118	-24.307	70.8565
118	-25.5434	71.4309
118	-25.2014	70.7523
118	-26.3628	70.2265
118	-23.7274	70.184
118	-22.349	70.1295
118	-25.0293	69.2588
118	-27.7474	68.4705
118	-30.6737	68.125
118	-31.7767	68.1208
118	-32.8111	67.7355
118	-34.202	66.6797
118	-36.3528	65.9789
118	-37.0438	65.9377
118	-38.3751	65.6921
118	-39.8122	65.4585
118	-40.669	64.84
118	-40.6828	64.139
118	-41.1887	63.4825
118	-42.8194	62.6823
118	-42.4167	61.9009
118	-42.8662	61.074
118	-43.3784	60.0977
118	-44.7875	60.0368
118	-46.2636	60.8533
118	-48.2629	60.8584
118	-49.2331	61.4068
118	-49.9004	62.3834
118	-51.6332	63.6269
118	-52.1401	64.2784
118	-52.2766	65.1767
118	-53.6617	66.0996
118	-53.3016	66.8365
118	-53.9691	67.189
118	-52.9804	68.3576
118	-51.4754	68.7296
118	-51.0804	69.1478
118	-50.8712	69.9291
118	-52.0136	69.5749
118	-52.5579	69.4262
118	-53.4563	69.2836
118	-54.6834	69.61
118	-54.75	70.2893
118	-54.3588	70.8213
118	-53.4313	70.8358
118	-51.3901	70.5698
118	-53.1094	71.2048
118	-54.0042	71.5472
118	-55	71.4065
118	-55.8347	71.6544
118	-54.7182	72.5863
118	-55.3263	72.9586
118	-56.12	73.6498
118	-57.3236	74.7103
118	-58.5968	75.0986
118	-58.5852	75.5173
118	-61.2686	76.1024
118	-63.3916	76.1752
118	-66.0643	76.1349
118	-68.5044	76.0614
118	-69.6649	76.3798
118	-71.4026	77.0086
118	-68.7767	77.3231
118	-66.764	77.376
118	-71.0429	77.6359
118	-73.297	78.0442
118	-73.1594	78.4327
118	-69.3735	78.9139
118	-65.7107	79.3944
118	-65.3239	79.7581
118	-68.023	80.1172
118	-67.1513	80.5158
118	-63.6893	81.214
118	-62.2344	81.3211
118	-62.6512	81.7704
118	-60.2825	82.0336
118	-57.2074	82.1907
118	-54.1344	82.1996
118	-53.0433	81.8883
118	-50.3906	82.4388
118	-48.0039	82.0648
118	-46.5998	81.9859
118	-44.523	81.6607
118	-46.9007	82.1998
118	-46.7638	82.628
118	-43.4064	83.2252
118	-39.8975	83.1802
118	-38.6221	83.549
118	-35.0879	83.6451
118	-27.1005	83.5197
